,inout_travelling,operator,network_type,rating,calldrop_category,latitude,longitude,state_name,month,year
0,Indoor,BSNL,2G,3,Satisfactory,-1.0,-1.0,NA ,1,2022
1,Indoor,BSNL,3G,3,Satisfactory,-1.0,-1.0,NA ,1,2022
2,Indoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
3,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
4,Outdoor,RJio,Unknown,5,Satisfactory,-1.0,-1.0,NA ,1,2022
5,Outdoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
6,Outdoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
7,Travelling,VI,Unknown,4,Satisfactory,-1.0,-1.0,NA ,1,2022
8,Travelling,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
9,Indoor,VI,2G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
10,Indoor,VI,2G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
11,Indoor,VI,2G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
12,Indoor,VI,2G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
13,Indoor,VI,2G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
14,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
15,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
16,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
17,Indoor,Airtel,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
18,Travelling,BSNL,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
19,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,1,2022
20,Indoor,Airtel,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
21,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
22,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
23,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
24,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
25,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
26,Indoor,BSNL,3G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
27,Indoor,BSNL,3G,3,Satisfactory,-1.0,-1.0,NA ,1,2022
28,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,1,2022
29,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
30,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
31,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
32,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
33,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
34,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
35,Outdoor,BSNL,2G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
36,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
37,Indoor,Airtel,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
38,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,1,2022
39,Outdoor,RJio,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
40,Outdoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
41,Outdoor,Airtel,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
42,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
43,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
44,Indoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
45,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
46,Outdoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
47,Indoor,RJio,Unknown,1,Call Dropped,-1.0,-1.0,NA ,1,2022
48,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
49,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,1,2022
50,Indoor,Airtel,2G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
51,Outdoor,VI,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
52,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
53,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
54,Outdoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
55,Outdoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
56,Outdoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
57,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
58,Outdoor,RJio,Unknown,5,Satisfactory,-1.0,-1.0,NA ,1,2022
59,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,1,2022
60,Indoor,Airtel,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
61,Outdoor,Airtel,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
62,Indoor,Airtel,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
63,Indoor,VI,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
64,Outdoor,VI,3G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
65,Outdoor,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA ,1,2022
66,Outdoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,1,2022
67,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,1,2022
68,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,1,2022
69,Indoor,VI,4G,3,Satisfactory,-1.0,-1.0,NA ,1,2022
70,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
71,Outdoor,RJio,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,1,2022
72,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,1,2022
73,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
74,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
75,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
76,Indoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
77,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
78,Indoor,RJio,4G,5,Satisfactory,24.21901577,88.55117597,NA ,12,2021
79,Indoor,VI,4G,5,Satisfactory,26.20572318,78.18943747,NA ,12,2021
80,Outdoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
81,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
82,Indoor,RJio,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
83,Indoor,RJio,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
84,Indoor,BSNL,2G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
85,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
86,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
87,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
88,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
89,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
90,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
91,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
92,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
93,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
94,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
95,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
96,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
97,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
98,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
99,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
100,Outdoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
101,Indoor,RJio,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
102,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
103,Outdoor,VI,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
104,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
105,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
106,Travelling,VI,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
107,Indoor,RJio,Unknown,1,Call Dropped,-1.0,-1.0,NA ,11,2021
108,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
109,Indoor,RJio,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
110,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
111,Indoor,RJio,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
112,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
113,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
114,Indoor,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
115,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
116,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
117,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
118,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
119,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
120,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
121,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
122,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
123,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
124,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
125,Indoor,BSNL,2G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
126,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
127,Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
128,Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
129,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
130,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
131,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
132,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
133,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
134,Indoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,11,2021
135,Indoor,Airtel,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
136,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
137,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
138,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
139,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
140,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
141,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
142,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
143,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
144,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
145,Travelling,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
146,Travelling,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
147,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
148,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
149,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
150,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
151,Indoor,RJio,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
152,Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
153,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
154,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
155,Indoor,RJio,Unknown,1,Call Dropped,-1.0,-1.0,NA ,11,2021
156,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
157,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
158,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
159,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
160,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
161,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
162,Indoor,Airtel,2G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
163,Indoor,VI,2G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
164,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
165,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
166,Travelling,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
167,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
168,Outdoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
169,Travelling,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
170,Indoor,VI,2G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
171,Outdoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
172,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
173,Outdoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
174,Indoor,Airtel,4G,2,Call Dropped,-1.0,-1.0,NA ,11,2021
175,Indoor,Airtel,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
176,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
177,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
178,Travelling,Airtel,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
179,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
180,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
181,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
182,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
183,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
184,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
185,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
186,Indoor,Airtel,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
187,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
188,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
189,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
190,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
191,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
192,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
193,Indoor,Airtel,2G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
194,Outdoor,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
195,Outdoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
196,Indoor,RJio,Unknown,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
197,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
198,Outdoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
199,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
200,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
201,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
202,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
203,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
204,Indoor,RJio,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
205,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
206,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
207,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
208,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
209,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
210,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
211,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
212,Indoor,Airtel,Unknown,2,Call Dropped,-1.0,-1.0,NA ,12,2021
213,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
214,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
215,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
216,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
217,Indoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
218,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
219,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
220,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
221,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
222,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
223,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
224,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
225,Indoor,Airtel,Unknown,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
226,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
227,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
228,Indoor,RJio,4G,3,Call Dropped,-1.0,-1.0,NA ,12,2021
229,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
230,Outdoor,VI,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
231,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
232,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
233,Outdoor,RJio,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
234,Outdoor,Airtel,4G,3,Call Dropped,-1.0,-1.0,NA ,12,2021
235,Outdoor,Airtel,4G,2,Call Dropped,-1.0,-1.0,NA ,12,2021
236,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
237,Travelling,VI,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
238,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
239,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
240,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
241,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
242,Outdoor,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
243,Indoor,Airtel,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
244,Outdoor,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
245,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
246,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
247,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
248,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
249,Outdoor,BSNL,2G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
250,Outdoor,BSNL,2G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
251,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
252,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
253,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
254,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
255,Indoor,Airtel,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
256,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
257,Outdoor,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
258,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
259,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
260,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
261,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
262,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
263,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
264,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
265,Outdoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
266,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
267,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
268,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
269,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
270,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
271,Outdoor,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
272,Outdoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
273,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
274,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
275,Indoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
276,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
277,Outdoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
278,Travelling,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
279,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
280,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
281,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
282,Indoor,VI,2G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
283,Indoor,VI,2G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
284,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
285,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
286,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
287,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
288,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
289,Indoor,BSNL,2G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
290,Travelling,BSNL,2G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
291,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
292,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
293,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
294,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
295,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
296,Indoor,BSNL,2G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
297,Travelling,BSNL,2G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
298,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
299,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
300,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
301,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
302,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
303,Outdoor,VI,2G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
304,Travelling,VI,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
305,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
306,Indoor,RJio,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
307,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
308,Indoor,BSNL,2G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
309,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
310,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
311,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
312,Indoor,BSNL,2G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
313,Indoor,BSNL,2G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
314,Indoor,BSNL,2G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
315,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
316,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
317,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
318,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
319,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
