,inout_travelling,operator,network_type,rating,calldrop_category,latitude,longitude,state_name,month,year
3535,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3536,Indoor,Airtel,2G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3537,Indoor,RJio,Unknown,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3538,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3539,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3540,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3541,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3542,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3543,Indoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3544,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3545,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3546,Travelling,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3547,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3548,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3549,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3550,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3551,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3552,Outdoor,Airtel,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3553,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3554,Indoor,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3555,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3556,Indoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3557,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3558,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3559,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3560,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3561,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3562,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3563,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3564,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3565,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3566,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3567,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3568,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3569,Indoor,BSNL,3G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3570,Outdoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3571,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3572,Travelling,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3573,Outdoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3574,Outdoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3575,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3576,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3577,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3578,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3579,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3580,Indoor,Airtel,Unknown,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3581,Indoor,Airtel,2G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3582,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3583,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3584,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3585,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3586,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3587,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3588,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3589,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3590,Indoor,BSNL,2G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3591,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3592,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3593,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3594,Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3595,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3596,Indoor,VI,2G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3597,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3598,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3599,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3600,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3601,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3602,Indoor,Airtel,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3603,Indoor,Airtel,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3604,Outdoor,Airtel,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3605,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3606,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3607,Indoor,Airtel,2G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3608,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3609,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3610,Outdoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3611,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3612,Outdoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3613,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3614,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3615,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3616,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3617,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3618,Outdoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3619,Indoor,VI,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3620,Indoor,VI,3G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3621,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3622,Indoor,BSNL,Unknown,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3623,Indoor,RJio,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3624,Outdoor,VI,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3625,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3626,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3627,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3628,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3629,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3630,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3631,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3632,Indoor,Airtel,2G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3633,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3634,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3635,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3636,Indoor,Airtel,2G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3637,Indoor,VI,4G,2,Call Dropped,-1.0,-1.0,NA ,11,2021
3638,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3639,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3640,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3641,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3642,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3643,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3644,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3645,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3646,Indoor,RJio,4G,2,Call Dropped,0.0,0.0,NA ,11,2021
3647,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3648,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3649,Outdoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3650,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3651,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3652,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3653,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3654,Indoor,RJio,4G,3,Call Dropped,-1.0,-1.0,NA ,11,2021
3655,Outdoor,RJio,4G,4,Satisfactory,0.0,0.0,NA ,11,2021
3656,Outdoor,RJio,4G,4,Satisfactory,0.0,0.0,NA ,11,2021
3657,Travelling,VI,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3658,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3659,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3660,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3661,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3662,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3663,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3664,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3665,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3666,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3667,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3668,Outdoor,RJio,4G,1,Call Dropped,0.0,0.0,NA ,11,2021
3669,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3670,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3671,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3672,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3673,Indoor,VI,Unknown,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3674,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3675,Indoor,Airtel,2G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3676,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3677,Outdoor,RJio,4G,3,Call Dropped,-1.0,-1.0,NA ,11,2021
3678,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3679,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3680,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3681,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3682,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3683,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3684,Outdoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3685,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3686,Indoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3687,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3688,Indoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3689,Indoor,RJio,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3690,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3691,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3692,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3693,Travelling,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3694,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3695,Indoor,VI,2G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3696,Outdoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3697,Indoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3698,Indoor,VI,2G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3699,Outdoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3700,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3701,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3702,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3703,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3704,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3705,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3706,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3707,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3708,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3709,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3710,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3711,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3712,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3713,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3714,Outdoor,RJio,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3715,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3716,Outdoor,Airtel,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3717,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3718,Outdoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3719,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3720,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3721,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3722,Indoor,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3723,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3724,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3725,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3726,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3727,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3728,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3729,Travelling,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3730,Outdoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3731,Indoor,BSNL,2G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3732,Travelling,BSNL,2G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3733,Indoor,BSNL,Unknown,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3734,Indoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3735,Travelling,BSNL,2G,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3736,Travelling,VI,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3737,Indoor,RJio,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3738,Indoor,VI,3G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3739,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3740,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3741,Indoor,VI,Unknown,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3742,Indoor,RJio,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3743,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3744,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3745,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3746,Travelling,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3747,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3748,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3749,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3750,Indoor,RJio,Unknown,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3751,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3752,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3753,Indoor,Airtel,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3754,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3755,Travelling,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3756,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3757,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3758,Indoor,VI,Unknown,3,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3759,Outdoor,Airtel,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3760,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3761,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3762,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3763,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3764,Travelling,RJio,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3765,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3766,Indoor,RJio,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3767,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3768,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3769,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3770,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3771,Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3772,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3773,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3774,Travelling,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3775,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3776,Travelling,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3777,Indoor,Airtel,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3778,Travelling,VI,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3779,Indoor,VI,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3780,Indoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3781,Indoor,VI,Unknown,4,Satisfactory,-1.0,-1.0,NA ,11,2021
3782,Indoor,VI,2G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3783,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3784,Travelling,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3785,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3786,Indoor,Airtel,4G,2,Call Dropped,-1.0,-1.0,NA ,11,2021
3787,Travelling,Airtel,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3788,Indoor,BSNL,3G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3789,Outdoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,11,2021
3790,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,11,2021
3791,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,11,2021
3792,Indoor,Airtel,4G,5,Satisfactory,-1.0,-1.0,NA ,11,2021
3793,Indoor,Airtel,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3794,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3795,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3796,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3797,Outdoor,BSNL,3G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3798,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
3799,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
3800,Indoor,Airtel,Unknown,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3801,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3802,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3803,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
3804,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
3805,Indoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
3806,Outdoor,VI,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
3807,Travelling,VI,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3808,Indoor,RJio,Unknown,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3809,Outdoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3810,Indoor,VI,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3811,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
3812,Indoor,RJio,Unknown,1,Call Dropped,-1.0,-1.0,NA ,12,2021
3813,Indoor,Airtel,2G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
3814,Indoor,VI,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3815,Indoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
3816,Indoor,VI,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
3817,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
3818,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3819,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
3820,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
3821,Indoor,Airtel,2G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3822,Outdoor,BSNL,3G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
3823,Indoor,RJio,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
3824,Outdoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
3825,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
3826,Outdoor,Airtel,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3827,Indoor,RJio,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3828,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3829,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3830,Indoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
3831,Indoor,MTNL,Unknown,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3832,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3833,Indoor,RJio,4G,3,Satisfactory,-1.0,-1.0,NA ,12,2021
3834,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3835,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
3836,Outdoor,RJio,4G,4,Satisfactory,-1.0,-1.0,NA ,12,2021
3837,Indoor,Airtel,Unknown,5,Satisfactory,-1.0,-1.0,NA ,12,2021
3838,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
3839,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
3840,Outdoor,RJio,4G,3,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3841,Indoor,RJio,4G,3,Call Dropped,-1.0,-1.0,NA ,12,2021
3842,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
3843,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
3844,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
3845,Indoor,RJio,4G,5,Satisfactory,-1.0,-1.0,NA ,12,2021
3846,Indoor,RJio,4G,2,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3847,Indoor,Airtel,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3848,Indoor,RJio,4G,1,Poor Voice Quality,-1.0,-1.0,NA ,12,2021
3849,Indoor,VI,4G,1,Call Dropped,-1.0,-1.0,NA ,12,2021
